ISBN,Book-Title,Book-Author,Avg Rating,Num Ratings
0316899984,"River, Cross My Heart",Breena Clarke,6.872727272727273,55
0316781266,The Last Time They Met : A Novel,Anita Shreve,6.846153846153846,65
0380730138,Vinegar Hill (Oprah's Book Club (Paperback)),A. Manette Ansay,6.833333333333333,66
067088300X,The Girls' Guide to Hunting and Fishing,Melissa Bank,6.821428571428571,56
0140293248,The Girls' Guide to Hunting and Fishing,Melissa Bank,6.714285714285714,126
042516098X,Hornet's Nest,Patricia Daniels Cornwell,6.648148148148148,54
1573229326,How to Be Good,Nick Hornby,6.584415584415584,77
0385511612,Bleachers,John Grisham,6.578125,64
0140244824,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,6.5576923076923075,52
0425182908,Isle of Dogs,Patricia Cornwell,5.301587301587301,63
0971880107,Wild Animus,Rich Shapero,4.074850299401198,334
